"panel","strain","chr","from","to"
"LXS","LXS78m","8",80190479,89934502
"LXS","LXS78m","8",110254412,116233616
"LXS","LXS78m","9",13353357,28307587
"LXS","LXS78m","9",29752643,32514355
"LXS","LXS78m","9",41378094,47384662
"LXS","LXS78m","9",82139681,82152630
"LXS","LXS78m","9",102232885,112374430
"LXS","LXS78m","9",120463970,120606792
"LXS","LXS78m","X",136903629,137083571
"LXS","LXS7m","1",9916550,15128265
"LXS","LXS7m","1",26171241,27761764
"LXS","LXS7m","1",193152137,193258455
"LXS","LXS7m","10",13929682,13941293
"LXS","LXS7m","10",23985951,23999608
"LXS","LXS7m","11",35948539,53231413
"LXS","LXS7m","11",63170274,63185622
"LXS","LXS7m","11",71176837,71644165
"LXS","LXS7m","11",111845564,114517095
"LXS","LXS7m","12",46755109,46774057
"LXS","LXS7m","12",112222040,114388798
"LXS","LXS7m","14",54862298,55040533
"LXS","LXS7m","14",105370436,105466498
"LXS","LXS7m","15",97961250,98149780
"LXS","LXS7m","16",58701960,58713979
"LXS","LXS7m","16",62184636,62242561
"LXS","LXS7m","17",3185501,3226329
"LXS","LXS7m","17",9613557,9629086
"LXS","LXS7m","17",26359978,34795958
"LXS","LXS7m","17",55465540,59653810
"LXS","LXS7m","19",10280486,14463053
"LXS","LXS7m","19",17227364,17257719
"LXS","LXS7m","2",16605601,20151548
"LXS","LXS7m","2",24701040,26148332
"LXS","LXS7m","2",26790737,29356173
"LXS","LXS7m","2",162864582,162958075
"LXS","LXS7m","3",50777457,59024625
"LXS","LXS7m","3",69494098,69593459
"LXS","LXS7m","3",81971748,87658786
"LXS","LXS7m","3",129452497,129514540
"LXS","LXS7m","3",145790422,145932288
"LXS","LXS7m","3",152682145,156059260
"LXS","LXS7m","4",7744979,7910691
"LXS","LXS7m","4",95217208,95471724
"LXS","LXS7m","4",120416901,120465261
"LXS","LXS7m","4",151186681,151342383
"LXS","LXS7m","5",14324879,14660554
"LXS","LXS7m","5",23101211,23272466
"LXS","LXS7m","5",119963103,120443394
"LXS","LXS7m","5",128302574,128306938
"LXS","LXS7m","5",133538655,144372179
"LXS","LXS7m","5",147796486,147835473
"LXS","LXS7m","6",17496287,22346762
"LXS","LXS7m","6",54207829,59473345
"LXS","LXS7m","6",88476837,88661304
"LXS","LXS7m","6",137583545,144412693
"LXS","LXS7m","7",29574906,29645672
"LXS","LXS7m","7",138180070,142031772
"LXS","LXS7m","8",16549711,16566799
"LXS","LXS7m","9",13353357,28307587
"LXS","LXS7m","9",59358968,60854909
"LXS","LXS7m","9",115589387,117163494
"LXS","LXS7m","X",12248682,41678627
"LXS","LXS7m","X",96333444,132687956
"LXS","LXS80m","1",186838506,187731163
"LXS","LXS80m","1",187776318,188877558
"LXS","LXS80m","1",192018721,192032416
"LXS","LXS80m","10",119503619,119567528
"LXS","LXS80m","11",57730045,57743878
"LXS","LXS80m","12",35888255,35939697
"LXS","LXS80m","12",82932845,106303360
"LXS","LXS80m","13",46329187,46352747
"LXS","LXS80m","13",69412817,70987716
"LXS","LXS80m","15",33233827,33284523
"LXS","LXS80m","16",51648911,56222923
"LXS","LXS80m","17",25497934,25506875
"LXS","LXS80m","17",42567847,42613937
"LXS","LXS80m","17",43206994,43218210
"LXS","LXS80m","17",91166343,91191973
"LXS","LXS80m","18",79014759,88134379
"LXS","LXS80m","19",10148178,10156464
"LXS","LXS80m","19",10280486,14463053
"LXS","LXS80m","19",21190566,21457951
"LXS","LXS80m","19",48287265,48413765
"LXS","LXS80m","19",52759335,55357996
"LXS","LXS80m","2",20297230,24380979
"LXS","LXS80m","2",76329795,79182583
"LXS","LXS80m","3",94933347,96381675
"LXS","LXS80m","3",152682145,156059260
"LXS","LXS80m","4",71223333,83303501
"LXS","LXS80m","4",90575497,94746009
"LXS","LXS80m","4",95537182,95567127
"LXS","LXS80m","4",96468973,98181237
"LXS","LXS80m","4",153643717,154663657
"LXS","LXS80m","5",4888801,4944496
"LXS","LXS80m","5",27507754,27683789
"LXS","LXS80m","5",52815516,52845340
"LXS","LXS80m","5",76397687,76597177
"LXS","LXS80m","5",80458806,82803836
"LXS","LXS80m","5",88483039,88550626
"LXS","LXS80m","5",120443396,125832896
"LXS","LXS80m","6",17496287,22346762
"LXS","LXS80m","6",24203050,27731760
"LXS","LXS80m","6",133827987,135606190
"LXS","LXS80m","6",137583545,144412693
"LXS","LXS80m","7",105553390,105578002
"LXS","LXS80m","7",134477730,137928712
"LXS","LXS80m","7",144257851,144810052
"LXS","LXS80m","8",66773844,70534566
"LXS","LXS80m","8",97709338,97823786
"LXS","LXS80m","9",74211661,74405428
"LXS","LXS80m","9",96833679,96990819
"LXS","LXS80m","9",115589387,117163494
"LXS","LXS80m","X",48083715,55604986
"LXS","LXS84m","1",21858068,21909833
"LXS","LXS84m","1",160966455,160967808
"LXS","LXS84m","10",85415230,89843671
"LXS","LXS84m","11",18590606,19865827
"LXS","LXS84m","11",35948539,53231413
"LXS","LXS84m","12",59506247,59530674
"LXS","LXS84m","12",65510649,68462916
"LXS","LXS84m","12",75160713,75402444
"LXS","LXS84m","12",82932845,106303360
"LXS","LXS84m","13",6469206,6599916
"LXS","LXS84m","13",7158206,7879320
"LXS","LXS84m","13",28070131,35946077
"LXS","LXS84m","13",45649417,46302438
"LXS","LXS84m","13",75142013,75224467
"LXS","LXS84m","13",93478517,96381970
"LXS","LXS84m","13",96854260,96870229
"LXS","LXS84m","14",46393417,50119143
"LXS","LXS84m","14",61281735,61319284
"LXS","LXS84m","14",111784561,111815243
"LXS","LXS84m","15",30712168,30823965
"LXS","LXS84m","15",35803061,38292802
"LXS","LXS84m","15",50140528,50146454
"LXS","LXS84m","15",68527446,68536116
"LXS","LXS84m","15",95812037,95822377
"LXS","LXS84m","16",91062607,91471704
"LXS","LXS84m","17",45451427,45489490
"LXS","LXS84m","17",47063973,47375621
"LXS","LXS84m","17",73596537,73621999
"LXS","LXS84m","17",83942805,83985121
"LXS","LXS84m","18",66362271,66437230
"LXS","LXS84m","18",66735072,72256707
"LXS","LXS84m","18",79014759,88134379
"LXS","LXS84m","19",20546971,20664919
"LXS","LXS84m","19",27004423,27208404
"LXS","LXS84m","19",34288372,35692492
"LXS","LXS84m","19",51967134,52248366
"LXS","LXS84m","19",56739157,56929422
"LXS","LXS84m","2",80692435,82665274
"LXS","LXS84m","2",168318043,168801695
"LXS","LXS84m","2",173821282,173847040
"LXS","LXS84m","3",69241108,69295754
"LXS","LXS84m","3",93165187,93222589
"LXS","LXS84m","4",9212758,9224519
"LXS","LXS84m","4",25249825,25281153
"LXS","LXS84m","4",30349008,32018080
"LXS","LXS84m","4",51421299,59498901
"LXS","LXS84m","4",134461422,134498905
"LXS","LXS84m","4",142563849,148522524
"LXS","LXS84m","4",152788270,153308077
"LXS","LXS84m","5",39517231,39540307
"LXS","LXS84m","5",145076652,145348981
"LXS","LXS84m","6",46303892,52334609
"LXS","LXS84m","6",108585614,108614842
"LXS","LXS84m","6",111481234,111554683
"LXS","LXS84m","7",36505221,36621908
"LXS","LXS84m","8",80190479,89934502
"LXS","LXS84m","8",91550749,91564405
"LXS","LXS84m","9",13353357,28307587
"LXS","LXS84m","9",28432128,28497081
"LXS","LXS86m","1",67057902,67103950
"LXS","LXS86m","1",139733805,139755084
"LXS","LXS86m","1",166352754,172389693
"LXS","LXS86m","1",172442233,172466059
"LXS","LXS86m","10",25646812,26150527
"LXS","LXS86m","10",62634337,65409020
"LXS","LXS86m","10",73213538,75144258
"LXS","LXS86m","10",110500044,113647952
"LXS","LXS86m","11",29217243,29852455
"LXS","LXS86m","11",55076883,55207958
"LXS","LXS86m","13",98738608,104001024
"LXS","LXS86m","14",72098949,72129250
"LXS","LXS86m","14",121745786,121816617
"LXS","LXS86m","15",68932087,72423327
"LXS","LXS86m","16",51648911,56222923
"LXS","LXS86m","16",63733397,73149824
"LXS","LXS86m","16",85812755,88284449
"LXS","LXS86m","16",96960323,97176832
"LXS","LXS86m","17",26359978,34795958
"LXS","LXS86m","17",44001669,44017158
"LXS","LXS86m","18",25681221,25828010
"LXS","LXS86m","18",50789069,51652184
"LXS","LXS86m","18",54568214,54721541
"LXS","LXS86m","18",78744197,78772825
"LXS","LXS86m","19",15098682,15367006
"LXS","LXS86m","19",44223056,44236055
"LXS","LXS86m","2",16605601,20151548
"LXS","LXS86m","3",5720115,5775605
"LXS","LXS86m","3",14539903,18552091
"LXS","LXS86m","3",19409323,27090960
"LXS","LXS86m","3",30660869,32288865
"LXS","LXS86m","3",38414910,38426720
"LXS","LXS86m","3",69241108,69295754
"LXS","LXS86m","3",96753395,97477473
"LXS","LXS86m","3",133905168,134185999
"LXS","LXS86m","4",71223333,83303501
"LXS","LXS86m","4",84010065,84025548
"LXS","LXS86m","4",130381450,130465205
"LXS","LXS86m","4",140971012,141012231
"LXS","LXS86m","5",133538655,144372179
"LXS","LXS86m","6",9945900,9987064
"LXS","LXS86m","6",82258450,82266486
"LXS","LXS86m","6",97963857,99694641
"LXS","LXS86m","6",137583545,144412693
"LXS","LXS86m","7",131862299,131874187
"LXS","LXS86m","8",50276666,50882929
"LXS","LXS86m","8",61797485,63955779
"LXS","LXS86m","8",120564072,125895168
"LXS","LXS86m","9",32740720,32778817
"LXS","LXS86m","9",51266535,51289441
"LXS","LXS86m","9",74211661,74405428
"LXS","LXS86m","9",92668408,92720850
"LXS","LXS86m","9",102232885,112374430
"LXS","LXS86m","X",10267876,12248680
"LXS","LXS86m","X",151682853,151767483
"LXS","LXS87m","1",185920837,185935598
"LXS","LXS87m","10",8783837,8816934
"LXS","LXS87m","10",110500044,113647952
"LXS","LXS87m","11",61141036,61256497
"LXS","LXS87m","11",67467217,67481783
"LXS","LXS87m","11",72072602,72192322
"LXS","LXS87m","11",84572508,85029196
"LXS","LXS87m","12",10359275,10365374
"LXS","LXS87m","12",16642599,16653125
"LXS","LXS87m","12",27539011,27542848
"LXS","LXS87m","12",108973302,112222038
"LXS","LXS87m","13",112219879,113293149
"LXS","LXS87m","13",115418353,115436790
"LXS","LXS87m","14",120341645,120383494
"LXS","LXS87m","14",120573077,120603300
"LXS","LXS87m","15",58428762,61686744
"LXS","LXS87m","17",68125380,69581669
"LXS","LXS87m","17",86114402,86238651
"LXS","LXS87m","17",86252235,88764235
"LXS","LXS87m","18",27595373,29098136
"LXS","LXS87m","18",65317904,65349267
"LXS","LXS87m","18",66735072,72256707
"LXS","LXS87m","18",79014759,88134379
"LXS","LXS87m","19",20790161,21190564
"LXS","LXS87m","19",26353327,26432283
"LXS","LXS87m","19",30902736,32607197
"LXS","LXS87m","19",44291985,44403627
"LXS","LXS87m","2",35296876,42720284
"LXS","LXS87m","2",169389256,173702467
"LXS","LXS87m","2",174091196,180640405
"LXS","LXS87m","3",14539903,18552091
"LXS","LXS87m","4",6277645,6305148
"LXS","LXS87m","4",13085412,15850161
"LXS","LXS87m","4",18104113,24359869
"LXS","LXS87m","5",39181682,39231529
"LXS","LXS87m","5",44510173,44559761
"LXS","LXS87m","5",99028090,101999383
"LXS","LXS87m","5",145737252,145769725
"LXS","LXS87m","7",27603414,27767988
"LXS","LXS87m","7",29366108,29397395
"LXS","LXS87m","7",132349286,132354553
"LXS","LXS87m","7",138180070,142031772
"LXS","LXS87m","9",41378094,47384662
"LXS","LXS87m","9",47662907,47707236
"LXS","LXS87m","9",59358968,60854909
"LXS","LXS87m","9",63556087,63743259
"LXS","LXS89m","1",166352754,172389693
"LXS","LXS89m","1",191047121,191069511
"LXS","LXS89m","10",27145236,46354125
"LXS","LXS89m","11",14499734,14842943
"LXS","LXS89m","11",64487874,64552416
"LXS","LXS89m","11",81418219,82690238
"LXS","LXS89m","11",111845564,114517095
"LXS","LXS89m","12",31940483,35333655
"LXS","LXS89m","12",46755109,46774057
"LXS","LXS89m","13",28070131,35946077
"LXS","LXS89m","13",39906643,44580488
"LXS","LXS89m","14",20238816,21135902
"LXS","LXS89m","15",62974472,63264167
"LXS","LXS89m","16",51648911,56222923
"LXS","LXS89m","16",63733397,73149824
"LXS","LXS89m","16",93673144,93728444
"LXS","LXS89m","17",7975343,9486299
"LXS","LXS89m","17",36069790,42451601
"LXS","LXS89m","17",59653812,65424787
"LXS","LXS89m","17",68125380,69581669
"LXS","LXS89m","18",79014759,88134379
"LXS","LXS89m","2",6210065,7618046
"LXS","LXS89m","2",35296876,42720284
"LXS","LXS89m","2",169389256,173702467
"LXS","LXS89m","3",81971748,87658786
"LXS","LXS89m","3",151251134,151272127
"LXS","LXS89m","4",43380990,43412772
"LXS","LXS89m","5",53951868,54034661
"LXS","LXS89m","5",64579440,64675937
"LXS","LXS89m","5",68071410,69527298
"LXS","LXS89m","5",133538655,144372179
"LXS","LXS89m","5",150966532,150983126
"LXS","LXS89m","6",62157603,63737053
"LXS","LXS89m","6",83624896,83882674
"LXS","LXS89m","6",137583545,144412693
"LXS","LXS89m","7",94075638,94152491
"LXS","LXS89m","7",127394843,129677090
"LXS","LXS89m","8",109023827,109094860
"LXS","LXS89m","8",116236689,116291645
"LXS","LXS89m","9",47741612,47796955
"LXS","LXS89m","9",49514492,50377364
"LXS","LXS89m","9",122175149,122415311
"LXS","LXS89m","X",10267876,12248680
"LXS","LXS89m","X",66071986,76603820
"LXS","LXS8m","1",9633283,9916548
"LXS","LXS8m","1",15555951,20218387
"LXS","LXS8m","1",70806092,71678804
"LXS","LXS8m","1",128930524,133462142
"LXS","LXS8m","1",192381302,192407731
"LXS","LXS8m","10",96212101,98685787
"LXS","LXS8m","11",110498115,110821150
"LXS","LXS8m","12",16256442,16302653
"LXS","LXS8m","12",40424399,40510558
"LXS","LXS8m","12",82932845,106303360
"LXS","LXS8m","14",32033615,41230951
"LXS","LXS8m","14",65258655,71252925
"LXS","LXS8m","15",38597226,38727108
"LXS","LXS8m","15",56003589,56127958
"LXS","LXS8m","15",72482089,94503458
"LXS","LXS8m","17",36069790,42451601
"LXS","LXS8m","17",47699600,52930327
"LXS","LXS8m","17",59653812,65424787
"LXS","LXS8m","17",85443023,85464896
"LXS","LXS8m","17",90829694,90924506
"LXS","LXS8m","18",19984922,24032184
"LXS","LXS8m","18",44982635,44995994
"LXS","LXS8m","19",26353327,26432283
"LXS","LXS8m","19",48646964,49704976
"LXS","LXS8m","19",51967134,52248366
"LXS","LXS8m","2",76329795,79182583
"LXS","LXS8m","3",14539903,18552091
"LXS","LXS8m","3",50777457,59024625
"LXS","LXS8m","3",102279932,102318553
"LXS","LXS8m","3",106973801,107004848
"LXS","LXS8m","3",107021410,108811395
"LXS","LXS8m","3",123096923,125310864
"LXS","LXS8m","4",25249825,25281153
"LXS","LXS8m","4",40486272,40506548
"LXS","LXS8m","5",45448190,45599612
"LXS","LXS8m","5",52815516,52845340
"LXS","LXS8m","5",108162087,108169234
"LXS","LXS8m","5",110501326,110529316
"LXS","LXS8m","6",15581528,15661639
"LXS","LXS8m","6",36676306,43971904
"LXS","LXS8m","6",133827987,135606190
"LXS","LXS8m","7",35859264,35936605
"LXS","LXS8m","8",14528135,14532028
"LXS","LXS8m","9",13353357,28307587
"LXS","LXS8m","9",28675636,28686483
"LXS","LXS8m","9",38453250,39438499
"LXS","LXS90m","1",38803820,39073960
"LXS","LXS90m","1",39319108,40338943
"LXS","LXS90m","1",166352754,172389693
"LXS","LXS90m","1",177227012,177239602
"LXS","LXS90m","1",177391975,177434896
"LXS","LXS90m","1",179214823,179307317
"LXS","LXS90m","1",196260330,196282271
"LXS","LXS90m","10",83827142,85415228
"LXS","LXS90m","11",14151026,14171070
"LXS","LXS90m","11",24694476,24730883
"LXS","LXS90m","11",35948539,53231413
"LXS","LXS90m","11",81418219,82690238
"LXS","LXS90m","11",88404520,88491950
"LXS","LXS90m","11",109246779,109251024
"LXS","LXS90m","11",111845564,114517095
"LXS","LXS90m","12",26618935,26652771
"LXS","LXS90m","12",31940483,35333655
"LXS","LXS90m","12",54399948,54439021
"LXS","LXS90m","15",22708351,22749821
"LXS","LXS90m","17",5674469,6962269
"LXS","LXS90m","17",26359978,34795958
"LXS","LXS90m","17",46983549,47063971
"LXS","LXS90m","18",79014759,88134379
"LXS","LXS90m","19",57011109,57102486
"LXS","LXS90m","2",26586855,26790735
"LXS","LXS90m","2",137056445,139517377
"LXS","LXS90m","2",169389256,173702467
"LXS","LXS90m","3",19409323,27090960
"LXS","LXS90m","3",81971748,87658786
"LXS","LXS90m","4",9212758,9224519
"LXS","LXS90m","4",32229737,38154358
"LXS","LXS90m","4",46523496,46576294
"LXS","LXS90m","4",99196330,99316324
"LXS","LXS90m","4",103154528,103226679
"LXS","LXS90m","5",26839838,27094924
"LXS","LXS90m","6",15581528,15661639
"LXS","LXS90m","6",121561883,121574665
"LXS","LXS90m","6",125515889,126740741
"LXS","LXS90m","7",98481320,98938356
"LXS","LXS90m","7",134477730,137928712
"LXS","LXS90m","7",149116346,151387609
"LXS","LXS90m","8",34305374,42453046
"LXS","LXS90m","8",44422846,46931476
"LXS","LXS90m","8",71592403,79142237
"LXS","LXS90m","8",105261895,105266631
"LXS","LXS90m","9",34669201,34670791
"LXS","LXS90m","9",89733321,89823539
"LXS","LXS90m","9",99075992,99120385
"LXS","LXS90m","X",96333444,132687956
"LXS","LXS92m","1",39319108,40338943
"LXS","LXS92m","1",108609950,108655083
"LXS","LXS92m","1",146278129,146296914
"LXS","LXS92m","1",147452255,147497660
"LXS","LXS92m","1",157073550,160677686
"LXS","LXS92m","1",166352754,172389693
"LXS","LXS92m","10",27145236,46354125
"LXS","LXS92m","10",105208131,110046953
"LXS","LXS92m","10",125287616,125367477
"LXS","LXS92m","11",35948539,53231413
"LXS","LXS92m","11",95945168,95974817
"LXS","LXS92m","11",108797042,109109664
"LXS","LXS92m","11",111845564,114517095
"LXS","LXS92m","12",8065681,8239518
"LXS","LXS92m","12",16196401,16223164
"LXS","LXS92m","12",36732632,36740051
"LXS","LXS92m","12",60142026,60246356
"LXS","LXS92m","13",28070131,35946077
"LXS","LXS92m","13",84747578,84753249
"LXS","LXS92m","13",98738608,104001024
"LXS","LXS92m","14",32033615,41230951
"LXS","LXS92m","14",46393417,50119143
"LXS","LXS92m","14",97619204,97640599
"LXS","LXS92m","15",6230580,7634249
"LXS","LXS92m","15",20030237,20068980
"LXS","LXS92m","15",26370794,26919654
"LXS","LXS92m","15",72482089,94503458
"LXS","LXS92m","15",95812037,95822377
"LXS","LXS92m","17",7975343,9486299
"LXS","LXS92m","17",9775428,11485141
"LXS","LXS92m","17",46418449,46983547
"LXS","LXS92m","18",76082309,76090650
"LXS","LXS92m","2",168318043,168801695
"LXS","LXS92m","2",169389256,173702467
"LXS","LXS92m","3",19357080,19379868
"LXS","LXS92m","3",19409323,27090960
"LXS","LXS92m","3",129556280,129695899
"LXS","LXS92m","4",51421299,59498901
"LXS","LXS92m","4",141012233,141359681
"LXS","LXS92m","5",23101211,23272466
"LXS","LXS92m","5",31001619,32227193
"LXS","LXS92m","5",88483039,88550626
"LXS","LXS92m","5",133538655,144372179
"LXS","LXS92m","5",145076652,145348981
"LXS","LXS92m","6",24203050,27731760
"LXS","LXS92m","6",97174670,97197919
"LXS","LXS92m","7",47517908,47544318
"LXS","LXS92m","7",57978989,57984351
"LXS","LXS92m","7",146136967,146176069
"LXS","LXS92m","8",24993058,27953610
"LXS","LXS92m","9",41378094,47384662
"LXS","LXS92m","9",63556087,63743259
"LXS","LXS92m","9",92808125,92888865
"LXS","LXS92m","9",102232885,112374430
"LXS","LXS92m","9",118783006,118805049
"LXS","LXS92m","X",48083715,55604986
"LXS","LXS92m","X",90523801,92297031
"LXS","LXS92m","X",143157019,143532209
"LXS","LXS92m","X",155063324,155520823
"LXS","LXS93m","1",8494394,8894634
"LXS","LXS93m","1",25284505,25319388
"LXS","LXS93m","1",34936136,36052395
"LXS","LXS93m","1",39319108,40338943
"LXS","LXS93m","12",6372606,6392012
"LXS","LXS93m","12",31940483,35333655
"LXS","LXS93m","12",112222040,114388798
"LXS","LXS93m","13",39906643,44580488
"LXS","LXS93m","15",49638447,49956194
"LXS","LXS93m","15",68932087,72423327
"LXS","LXS93m","16",77099096,82311386
"LXS","LXS93m","17",81281807,83303569
"LXS","LXS93m","18",61586738,63422714
"LXS","LXS93m","18",73282447,73604584
"LXS","LXS93m","18",79014759,88134379
"LXS","LXS93m","2",107928362,108023689
"LXS","LXS93m","2",114144763,114151085
"LXS","LXS93m","2",117762422,118088071
"LXS","LXS93m","2",146452955,158931864
"LXS","LXS93m","2",159686415,160168143
"LXS","LXS93m","2",169389256,173702467
"LXS","LXS93m","3",19409323,27090960
"LXS","LXS93m","3",33687342,33792218
"LXS","LXS93m","3",47848216,47860168
"LXS","LXS93m","3",152564294,152682143
"LXS","LXS93m","4",46193537,46240728
"LXS","LXS93m","5",27507754,27683789
"LXS","LXS93m","6",108688415,111148366
"LXS","LXS93m","7",26709111,27101980
"LXS","LXS93m","7",31381791,31428368
"LXS","LXS93m","7",146176071,146935076
"LXS","LXS93m","7",151510951,151555223
"LXS","LXS93m","8",34305374,42453046
"LXS","LXS93m","8",80190479,89934502
"LXS","LXS93m","8",97709338,97823786
"LXS","LXS93m","9",77149381,77662569
"LXS","LXS94m","1",137876680,137882098
"LXS","LXS94m","1",177434898,177531061
"LXS","LXS94m","10",47423784,54821291
"LXS","LXS94m","10",110500044,113647952
"LXS","LXS94m","11",10457148,10796909
"LXS","LXS94m","12",107839754,107854359
"LXS","LXS94m","13",11702060,11736180
"LXS","LXS94m","13",67463585,67526575
"LXS","LXS94m","14",17715865,17722971
"LXS","LXS94m","14",20238816,21135902
"LXS","LXS94m","14",46393417,50119143
"LXS","LXS94m","14",60517382,60581450
"LXS","LXS94m","14",79686407,79701843
"LXS","LXS94m","14",113152462,117508312
"LXS","LXS94m","14",120573077,120603300
"LXS","LXS94m","15",8106608,8654499
"LXS","LXS94m","15",28622864,28725877
"LXS","LXS94m","15",39655829,39671133
